,lang,tweet,polarity
4445,zh,"iPhone6長時間通話后爲什麽聽筒裏面有滴滴滴滴的響聲?還挺快不過很細微…以爲手機殼影響散熱,拆掉之後發現不算太熱,再聼就變成一秒一下,過一會兒消失了…尼瑪千萬不要哪天這個定時炸彈倒計時歸零在我耳邊炸了啊!!!",negative
4446,zh,為了快點拿到手機，捨棄了大螢幕、光學防震、電池容量加大的6 plus，捨棄了一直以來的低調黑。但拿到金色iPhone6的瞬間，我就愛上它了。未來的幾年有它相伴，相信我的行動生活會更多采多姿 。,positive
4447,zh,用iPhone6有一种用安卓的感觉。好奇怪，就是说不出来为什么。感觉好奇怪！[衰]根本说不出来的怪味道[黑线]就觉得是个安卓机一样……好像差点高冷的感觉,negative
4448,zh,买饭回来的路上听到两个学弟在前面讨论iPhone6到底好在哪，一个学弟说：6到底有什么好的，它能做的我酷派神机也能做，所以那些人都是脑子进水了还去排队抢.....[哼][哼],negative
4449,zh,水卡估计消磁了刚充过钱没反应 手机不小心恢复出场设置啥都木有了 电脑网线宿舍就我的坏了 学生证身份证又找不到了 大概又是丢了 妈的 还有谁！！！现在 对这世界满满的恶意[躁狂症]给我台iphone6我就原谅这个世界[泪],positive
4450,zh,不得不承认，从客观角度来讲，iPhone6弧形边框加上特殊外壳涂层的手感真的真的真的好到爆了，拿在手上巨爽啊，这是目前刚刚开始使用金属边框的三星所比不了的。[傻眼]|福建省福州...,positive
4451,zh,是的，你没看错[爱你]，IPhone6来了，bigger than bigger，比逼格更有逼格[偷笑]，不用再卖肾，移动都给你[噢耶]。那么现在问题来了：要买苹果哪家强？[得意地笑]|和谐路,positive
4452,zh,"Iphone6,我尼玛真的爱疯了！！！提前预购拿不到商务折扣ok,17号去排队还帮我来句肯定是买不到的，非要叫我再等两天！差评！！！[抓狂][抓狂][抓狂]",positive
4453,zh,刚刚和松哥去了万达的电信营业厅，听说后天就可以买iPhone6了，可是回来看到plus的弯曲门，我们笑了，我和他都是三星粉。可公司的邮件只能用苹果收发，纠结。。。。。,negative
4454,zh,感觉iPhone6没有其他技术性突破，只是在屏幕原有的基础上一直变长变宽，存储空间更大外，感觉和我的4S也没有什么质的差别啊,negative
4455,zh,iPhone6今天看到了同事从英国订购的金色版本，没有网络说的那么脆弱啊，这都摔过两回了，边角破了些，屏幕依然完好，没有网络说的屏幕碎裂问题，我还用手掰了掰，看是否真如网络传言的那么容易弯，结果也不会。总体感觉不错，考虑入手一个，终于打算开始使用苹果手机了[嘻嘻][嘻嘻]咱也难得时髦一回,positive
4456,zh,今天终于摸到iphone6真机了，太漂亮了，有种惊艳的感觉。那手感简直太牛逼了，重量刚刚好。还有4.7的尺寸比我想象中大，单手握持没问题，适合女性，银色果然没错。|旧宫,positive
4457,zh,我滴心，旁边背豹纹包的大妈拿了个iPhone6在捏，总是很做作地回头看有没有人在看她正好对上我的眼神也是醉了，第一次见到真机，还真蛮好看的,positive
4458,zh,发现IPHONE6国行上了以后，日版如果考虑消费税，海关，转运等各种因素，似乎完全没有价格优势了啊。。。。还是考虑入国行吧，话说。。。好歹还有多个保修,positive
4459,zh,新闻说这会儿很多运营商门口在排队准备拿iPhone6？忍受身边的人已经用了一个月的手机又要假装迫不及待连夜要去排队？够矛盾的。Weird !,neutral
4460,zh,畏哥特别殷勤的跟我说要给我换iphone6，各种巴结各种谄媚～然后我说，手机都没坏还是不换了，钱留着给房子添东西吧～[哼]然后畏哥语重心长地说，嗯，这才懂事～[挖鼻屎]熊孩子，你过来，我保证不打你，请把你卡里的私房钱赶快交上来！！[拜拜]或许这样我们还能继续做朋友！！[打脸],neutral
4461,zh,呵呵！还有不到一个小时，万众期待的iPhone6即将在祖国大陆开售啦！好想知道有多少人去通宵购买？[嘻嘻]我坐等降价[偷笑][偷笑]抛弃小5[鼓掌],positive
4462,zh,今天见到了五年没见的同学，依然亲切;玩了老同学的smartisan T1，很优雅，虽然rom早用过，但真机体验出乎意料得好，老罗的过度营销导致大家都拿着放大镜甚至显微镜来看待这款手机，如果撕掉罗永浩这个标签，会更客观;玩到了iphone6+，两个字，惊艳。|光谷/鲁巷,positive
4463,zh,入手iphone6+使用了几天，感觉是不错，但也有毛病啊！看图片多的时候会卡死切换不了，app质量不行，看着不清晰，还有就是有的程序会闪退！（包括微博） 暂时就这些[怒],negative
4464,zh,这高档货就是iPhone6的大脑了[呲牙]主板依旧十分紧凑的跟各个排线链接一起，但是貌似相对前几代固定在主板上的螺丝貌似感觉要少几个，而那个小黑则是顶部天线信号溢出装置了哈。,neutral
4465,zh,看到这段话：“你今天买不起新鲜水果，就攒钱过几天买，图便宜买下的烂水果吃起来的时候根本就是负担和垃圾，绝不会为你带来任何愉悦，现在得不到就忍就等，就去努力争取，人生苦短几十年，爱和吃能别凑合就别凑合，你的心和胃都很小，别亏欠它们” 突然间就不想买iphone6了，因为——看上了自拍神器哈,negative
4466,zh,听说山寨平果，今天到平果店感受一下iPhone6，感受到山寨平果的感觉，经典就是经典，不容易超越，保留原味，提升内置才是永恒，[怒][怒][怒][怒][怒],negative
4467,zh,十日凌晨预购iPhone6plus，一开始用客户观下单，到付款时发现只支持万事达之类的信用卡，手里没有，结算不了。只得又用浏览器重新下单。这么一折腾，等结算完毕，预估的发货时间就变成了月底。明天好多人都能拿到货了，咱还得眼巴巴地等着。,positive
4468,zh,iPhone6的炒作犹如中石油的复刻版，黄牛编题材，大陆不卖、产能不够...结果产能大增，多的是货，黄牛的加价梦瞬间雪崩。炒得越高跌的越深，越神话的背后越是假话，这两个真理放哪都管用。唯一不否认的是iPhone6好用。,positive
4469,zh,其实我也想要苹果6[悲伤][悲伤][悲伤]可是我觉得如果我告诉妈咪，妈咪一定会[怒骂][怒骂][怒骂][怒骂][伤心]人生真是寂寞如海啊[委屈][委屈][委屈][委屈]感觉再也不会爱了[拜拜][拜拜][拜拜]#iphone6# |学正街,positive
4470,zh,我只想做一个安静的美男子。。？努力学习好挖掘机技术买一个IPhone6.拯救这个国家于水深火热之中。梦想的逻辑性无懈可击。,positive
4471,zh,今天iPhone忽然黑屏不能开机了，我已经做好了明天拿去修的准备了，结果半个小时之后又恢复正常了！我还以为我终于找到理由换iPhone6了呢！,positive
4472,zh,正在使用或者即將使用iPhone6+的同學們，能否po一張你們一隻手拿著它的照片？我想看你們的左手或右手在6+身上掙扎的樣子。,negative
4473,zh,[悲伤][悲伤][悲伤]要不要这样。iPhone6明天上市，手机今天就坏了[悲伤][悲伤][悲伤]麻痹哦[悲伤][悲伤][悲伤]你几个意思[悲伤][悲伤][悲伤]明知道我买不起爱疯也没有送爱疯6的蓝盆友更舍不得卖肾，你再坚挺一下会死么[悲伤][悲伤][悲伤]诺鸡鸭我还是爱你的不要离开我[悲伤][悲伤][悲伤],neutral
4474,zh,前几天一帮人劝我换手机，今天各大电商银行保险给我发短信推销iPhone6......看来我真该买个苹果了，家里的榨汁机已经一个多月没用过了。,neutral
4475,zh,"OK，今天我们拿到了Iphone6，OK,那我们就假定他是合格的，硬件和软件也是能用的， OK，今天我们就拆穿他的外表，看穿他的本质 ，剥离它天生的骄傲，深度解析这款产品……… OK，经过我们的测评我们发现苹果6已经大不如前，但是还是能用的…OK，最后，我想告诉库克，固执可以，但不要幼稚[哈哈]",negative
4476,zh,此时此刻，我的心情是好，为什么用好来表达呢？你想啊～盼望几年的iPhone6明天就要开售了这不值得吗。。。但是又不好？为什么不好呢？你想啊～盼望几年的iPhone6明天就要拿到手了就是因为穷，买不起。。。像及了电脑c盘里的爱情动作片～,positive
4477,zh,iphone6什么的，钱不够不买也就不买吧。大家还是理性消费。我就不要苹果了，说实话挺难看的，后面两道白杠很丑（见过真机，真机后面比效果图还要难看）。我还是乖乖等note4降价，虽然三星其实也挺不好看，但是架不住用着还可以加不用卖肾啊~跳水降价妥妥的！坐等！,negative
4478,zh,经历了四次重启，手机终于好使了！[挖鼻屎]明天国行iphone6就上市了，三星手机你闹哪样？[鄙视]你就算自残，我也不可能卖肾换新机！[酷]想下岗，你想得美！[阴险]|弘泰花园,neutral
4479,zh,前两天还在跟同事抱怨iPhone6太丑，觉得库克的脑袋被门挤了才会把iPhone设计成圆边框，拿到手里发现真的还是4S最好看…[伤心]|锦艺城,negative
4480,zh,自打看过摸过iPhone6真机后更加确信了那些说真机质感超好，感觉完全不一样的人绝对是信仰加成。又或者是假装理智，显得自己看得懂苹果背后的牛逼，显得自己深陷iOS的美好生态无法自拔。后背tmd这么难看你们都能忍。。。。,negative
4481,zh,iphone6终于在大陆上市了虽然自己还买不起这么“高端”的手机，也没啥资格指责苹果粉们，但还是想说，对于这样一个不把咱中国大陆民众放在眼里的手机，我们一定要这样趋之若鹜吗，难道不买苹果就抬不起头来了吗，就这一回不跟风，就不买，让苹果看看离了咱它有多少损失，也算给自己的国家长点脸不行吗,negative
4482,zh,本来还兴致勃勃地在算哪个iPhone6套餐格算，突然听到我妈说你小学很要好的某某同学现在哈弗读书，整个人都不好了，完全失去了算眼前这堆鸡毛蒜皮差价的欲望。,neutral
4483,zh,用了一天iPhone6，头发夹掉几根。我尼玛嗷嗷的真痛…很纳闷强拿肾为什么没有发现这个问题。然后仔细一琢磨，看第一张图后秒懂啊。,negative
4484,zh,iPhone6上市，各家使出浑身招数，悉数奚落苹果的不是，而赞美自家的产品。但是， iPhone6还是最好的产品之一，加上强大的品牌号召力，苹果仍然是最畅销的手机产品。,positive
4485,zh,土豪金iphone6终于到手了，开盒的时候真是激动啊！第一感觉塑料感很强，太薄不好握，home键还在不喜欢，优点呢是屏幕正好，照相真是清晰。其他再慢慢体会，为啥这个东西这么贵！,negative
4486,zh,纵观市面贵的便宜的大的小的手机IPHONE不是cpu最强内存最多也不是屏幕最大，但苹果在意的是用户体验，安卓机把配置搞的再强大，但体验实在是。。。就我用过的这些旗舰机来说，IPHONE6再次超越了他们[可爱]|南阳理工学...,positive
4487,zh,在iphone6国内上市的这天，姐的手机又被臭臭摔坏了，后置摄像头不能用了，就是只能自拍了，怎么个意思？是非逼着换6吗？看的出来臭剪头发了吗？去的还是大上海呢，结果一紧张尿了一裤子。,neutral
4488,zh,就没有人吐槽一下iPhone6的开关机键为什么要设到旁边吗？？！以前认为三星最大的败笔就是侧面唤醒键，现在连苹果也是[拜拜][拜拜]有人能给我一下iPhone7的样板机吗[拜拜]我好决定要不要换阿[思考],negative
